Unnamed:0,Cloud File,R-Mean,G-Mean,B-Mean,R-Var,G-Var,B-Var,Edge-DetectionValue,Label
35,1549724160.jpg,40.20402173,122.7375922,187.1305362,624.7078582,577.7703558,565.2942133,0.983471292,4
36,1549810560.jpg,138.7548611,136.7420015,137.731064,214.8247206,172.5512738,185.4977426,0.837903026,3
37,1549896960.jpg,147.7994048,137.5176587,132.5828373,138.7304104,93.82628942,108.3977154,0.814003596,3
38,1549983360.jpg,141.3980159,136.5534722,137.3197421,157.8956973,122.3837944,136.9319385,0.816637215,3
39,1550069760.jpg,88.61696971,123.2020291,161.3163698,1697.765373,595.1002898,271.9665977,1.909659443,2
40,1550156160.jpg,148.1137897,144.1833333,145.6641865,339.3174757,246.2282611,234.750788,1.154864986,1
41,1550242560.jpg,98.00245381,139.1826079,180.0670309,2166.657724,769.2411754,339.9556864,1.535170201,2
42,1550328960.jpg,41.45664683,125.5262463,192.4289349,770.9360406,565.4599371,570.6099237,1.329614645,2
43,1550415360.jpg,144.678869,139.6060516,139.6467262,172.7191002,139.7071093,156.5343277,0.904916915,3
44,1550501760.jpg,148.5877031,142.7791713,142.5065523,241.8111713,189.4914908,194.385645,1.001364862,3
45,1550588160.jpg,67.83232267,124.7729089,177.2282087,1098.058797,674.180757,539.8054419,1.451015315,0
46,1550674560.jpg,137.0735119,134.0644841,134.9149802,108.1786796,88.74867538,98.72308537,0.804179843,3
47,1550760960.jpg,39.89359809,130.6803168,199.6459759,672.170854,398.2421138,342.3734579,1.000380549,2
48,1550847360.jpg,148.5030506,145.1341022,147.1754588,156.5257673,105.1843712,123.5053858,0.929933191,3
49,1550933760.jpg,137.5727121,133.7760851,134.3356089,159.5543143,133.6764835,152.985243,0.895175316,1
50,1551020160.jpg,141.7358383,137.1616071,137.7395461,304.8212559,239.7246768,246.5951366,1.258368211,2
51,1551106560.jpg,39.2695824,121.0989428,187.0594083,681.966222,664.4264811,717.8977782,1.003512525,4
52,1551192960.jpg,97.31904762,134.8293775,171.7118676,267.5320349,144.7935582,80.8983165,0.934442429,0
53,1551279360.jpg,138.1799394,133.0270252,132.120862,106.1392294,69.59857442,79.61208431,0.960915799,1
54,1551452160.jpg,124.4323684,139.939288,160.1705628,195.7638473,90.72309745,51.73521806,1.006996373,0
55,1551538560.jpg,139.3156746,139.0969246,143.6824405,178.8868141,147.1190344,179.9017911,1.021020895,2
56,1551624960.jpg,144.5951389,140.6367063,141.9952381,139.2806342,116.9204018,129.5303376,0.788463387,3
57,1551711360.jpg,53.59157599,112.9922379,163.5110011,645.0597593,529.1233517,478.4519701,1.115263827,2
58,1551797760.jpg,48.91803695,116.8845037,174.9673107,913.5940277,616.3136494,537.7633729,1.170352803,2
59,1551884160.jpg,65.50300099,116.9558547,163.3311996,1539.023001,560.7269652,290.4833693,1.917139447,2
60,1551970560.jpg,151.1228733,143.5247954,141.9938182,295.2630628,158.0958463,157.1712276,0.929588294,3
61,1552056960.jpg,144.6463294,138.36875,138.3053571,239.1421852,191.9644265,206.547537,0.922816685,3
62,1552143360.jpg,148.684523,142.5660707,141.3781738,242.4476756,213.6803135,217.5698326,0.925930835,3
63,1552229760.jpg,146.1261843,140.8317894,141.1836248,341.6042831,266.2221795,276.2710485,1.083476718,1
64,1552316160.jpg,66.46316809,127.1601206,182.0619048,1224.448654,566.9428417,397.4775589,1.294190228,0
65,1552402560.jpg,115.1528359,140.4283715,171.2570739,219.3702556,113.1114554,72.32524874,0.861862134,1
66,1552488960.jpg,99.69061415,138.2202226,174.4299006,1219.330587,543.5513811,285.6279063,3.366264416,1
67,1552575360.jpg,143.2508774,133.9452226,128.9153615,792.1053006,544.6335275,502.0157235,1.116634115,3
68,1552661760.jpg,132.3026724,130.1303509,131.2833271,410.3264109,365.2719068,371.0317747,1.230284288,3
69,1552748160.jpg,60.19720982,125.2868218,182.1628689,1653.38474,607.8751543,371.1260391,2.445410931,2
70,1552834560.jpg,115.6739622,144.273591,176.9927114,310.1009747,142.8823637,126.836168,1.346788194,2
71,1552920960.jpg,48.6527398,125.9456465,188.6376728,634.0944533,457.5416847,365.7268485,0.886732701,4
72,1553007360.jpg,109.8224129,136.7344176,165.9402398,276.7424165,120.280324,64.35531776,2.051635355,1
73,1553093760.jpg,147.3610119,144.4177579,150.7982143,258.7477582,201.7293598,223.1813187,0.942767237,3
74,1553180160.jpg,141.5789551,137.07459,137.9321297,387.7740457,295.2392381,326.7837252,1.211582341,2
75,1553266560.jpg,31.98088883,124.6679943,195.6589417,560.3988442,539.3840655,582.8675203,0.909718347,4
76,1553352960.jpg,28.89484825,119.7503356,190.5093696,544.2041922,629.4699787,740.0728552,0.922105965,4
77,1553439360.jpg,144.6782723,142.0052564,142.811308,194.3106034,121.1774944,130.0503747,1.004940166,3
78,1553525760.jpg,135.966562,138.9429509,147.9051533,481.1189921,338.4478948,314.8204599,1.149246652,3
79,1553612160.jpg,32.3386215,122.4576691,193.4187391,598.649436,624.309916,713.9377264,0.978973679,4
80,1553698560.jpg,46.1047123,122.8738661,187.5990444,661.7022112,588.7514273,602.1937585,1.221006944,0
81,1554130560.jpg,34.29071801,124.8217611,195.3574343,624.0565235,540.5379582,570.0163814,1.018360925,0
82,1554216960.jpg,47.2980151,125.9629108,196.7761703,506.5647065,419.1134387,446.2071361,0.914005146,0
83,1554303360.jpg,47.6059113,125.1950412,190.0685779,546.4944872,446.4518693,437.9132875,1.008537946,0
84,1554389760.jpg,116.0121884,135.089619,168.9562112,636.3474379,288.8474046,151.8274476,0.965156095,0
85,1554476160.jpg,149.9293651,143.7539683,141.3362103,209.2202091,164.3245874,176.5237682,0.872057912,3
86,1554562560.jpg,120.4942158,139.4503464,159.4816461,115.1966927,50.09041647,46.54458346,1.273613436,2
87,1554648960.jpg,139.6518826,134.0792635,132.0309501,315.6449252,243.963967,242.3112468,0.897707403,3
88,1554735360.jpg,153.5108747,144.4265493,138.6199893,175.1383614,121.3699088,120.2762462,1.209750899,1
89,1554821760.jpg,69.89398096,127.299776,178.6141788,711.1467616,466.9489062,458.2630359,2.293195064,0
90,1554908160.jpg,142.515501,140.5520461,140.3796875,356.2986359,278.1186996,260.844114,1.201678757,3
91,1554994560.jpg,142.3098098,141.2109631,143.7171759,58.94648053,30.85337637,36.40005531,0.983139571,3
92,1555080960.jpg,135.3610173,128.6227144,124.1802882,753.2891908,645.8059481,638.5326073,1.583862692,2
93,1555167360.jpg,144.8010835,139.0757859,138.5779684,97.55562228,65.35749589,72.09068742,0.845045883,3
94,1555253760.jpg,149.2089286,143.9782738,141.0425595,339.1813582,277.913327,283.7040512,0.941728671,3
95,1555340160.jpg,89.64805153,123.2819553,154.8733879,3064.297953,1039.460974,338.3779364,2.487531002,2
96,1555426560.jpg,78.72271283,130.9407475,178.2488227,441.4041115,233.83411,190.012268,1.30336294,0
97,1555512960.jpg,148.2181579,141.2487134,137.623019,263.4951341,192.7819102,186.1993598,0.996265811,3
98,1555599360.jpg,145.9821878,139.7248582,135.5771376,341.0470817,261.9594152,214.529995,1.590645151,1
99,1555685760.jpg,142.1867032,139.0381169,138.1473369,107.607365,84.02956613,97.38665151,0.984619916,3
100,1555772160.jpg,152.2215844,143.0627449,137.4828722,297.3463253,179.8997864,174.3578183,1.37429238,3
101,1555858560.jpg,26.54178602,114.1916171,180.0147988,458.0316384,523.7657863,587.2944905,0.941130332,4
102,1555944960.jpg,98.6780537,133.8732895,166.9842308,543.8358316,341.8581345,208.0761154,1.511077784,0
103,1556031360.jpg,134.1354973,136.1585124,137.8503542,561.5043866,217.548867,146.8227008,1.590805587,1
104,1556117760.jpg,151.162376,144.0050719,139.6715278,734.9635351,558.8208092,496.075568,1.418142361,2
105,1556204160.jpg,144.7361134,142.2412722,143.0203396,237.053968,196.0819252,216.8759481,0.857501705,3
106,1556290560.jpg,140.9748938,135.1490676,132.7948374,718.818742,471.6267457,446.9092127,1.844253782,1
107,1556376960.jpg,133.8553207,131.2500504,131.4396957,599.2977784,458.9161059,428.6184167,1.393845331,1
108,1556722560.jpg,150.8835829,145.4731879,142.742992,512.7998353,423.4991354,418.0650434,1.612679812,1
109,1556808960.jpg,135.4449513,132.580213,130.9455652,900.388179,813.9031005,741.8595136,1.386762928,3
110,1556895360.jpg,154.6577381,144.9271825,138.3900794,259.1938997,168.0456215,173.1644366,0.894816468,3
111,1556981760.jpg,150.076709,147.468416,146.7537164,294.3869643,251.7356065,275.458154,1.136346726,3
112,1557068160.jpg,44.52678959,123.4517152,186.5998179,499.4830233,523.934471,565.0153232,0.918794178,4
113,1557154560.jpg,55.50690492,125.8919534,182.378256,687.4035501,537.6556824,472.1980008,1.192707558,0
114,1557240960.jpg,140.7616668,140.7453396,141.1954412,199.1994,116.1440681,93.7703531,2.149516369,1
115,1557327360.jpg,66.63812779,124.121224,169.3817088,621.0157437,327.2396822,182.0751379,0.886297898,0
116,1557413760.jpg,142.7319723,136.6521469,132.175217,300.2257725,217.7817388,210.0467776,1.729688275,2
117,1557500160.jpg,142.2925432,136.8087139,132.9014718,252.8665537,171.0041083,193.1872889,1.084712147,1
118,1557586560.jpg,87.67936198,123.5947459,154.9907188,1759.189529,847.3609947,421.8914418,2.318377201,1
119,1557672960.jpg,134.0619079,131.8281033,131.8433563,167.2253806,106.6769898,119.3257418,0.899653553,3
120,1557759360.jpg,137.296627,133.2982143,132.0384921,407.502098,308.6413045,328.1247476,1.124457465,3
121,1557845760.jpg,69.86878178,130.9893547,180.6806741,381.8782129,287.4317079,210.2557575,1.007169984,0
122,1557932160.jpg,63.37643384,118.6038938,162.2508719,736.9457278,389.9855928,214.1858441,0.95836201,0
123,1558018560.jpg,71.16328668,122.5846625,164.4232089,682.952491,358.34519,201.8297523,1.060755363,2
124,1558104960.jpg,110.5785552,138.0004759,161.0225594,833.5586697,351.5260197,141.7677102,2.002858383,2
125,1558191360.jpg,56.14410807,128.2270198,185.0314469,495.7363974,384.6904124,306.8388843,0.876072669,4
126,1558277760.jpg,135.4320677,132.3065856,129.1374868,597.6748944,501.1208792,496.5682897,1.563693576,1
127,1558364160.jpg,140.1490056,136.0535451,135.7414318,415.4020417,257.7322148,229.9948419,2.026813616,2
128,1558450560.jpg,138.430237,133.9937841,130.3647577,195.4706555,123.0316671,129.8824365,1.173650639,1
129,1558536960.jpg,140.3291729,137.9886967,135.3843316,218.0283531,171.6318368,164.5060823,0.986946615,3
130,1558623360.jpg,141.6202947,137.9705923,134.5225764,275.7853726,227.7431076,236.41523,1.249800037,1
131,1558709760.jpg,130.0962402,134.8219223,139.8953226,198.1555033,91.88565951,61.67673562,1.060636781,2
132,1558796160.jpg,83.57970455,123.317482,157.7662884,1763.001714,771.8483247,342.1706533,2.331556145,0
133,1558882560.jpg,145.7623194,144.1152212,144.11147,229.553296,133.735091,108.6405499,1.370458209,1
134,1558968960.jpg,59.29885448,123.5555463,174.4404266,598.8806265,456.7038637,363.1498566,1.087386843,4
135,1559400960.jpg,86.64716177,129.2251752,164.4681935,228.2946396,116.9501006,54.54372576,1.19672154,0
136,1559487360.jpg,83.37589518,131.4014904,169.7856174,261.3580944,130.5068571,63.97584302,0.742050316,4
137,1559573760.jpg,102.4700374,139.3797596,167.8566445,88.5500602,33.92896052,15.32079577,0.708944072,4
138,1559660160.jpg,101.4112762,137.9776824,168.1691507,298.1260241,109.3671738,33.2664936,0.831062438,4
139,1559746560.jpg,139.2084279,136.1108088,134.6785668,257.7651206,133.2170834,119.9624436,1.0144539,1
140,1559832960.jpg,76.71110104,127.6510448,169.3422821,545.3548303,292.1073535,154.20252,1.058684431,0
141,1559919360.jpg,106.8057896,128.1559082,148.7312089,1054.995175,392.1403465,150.4695118,1.885545325,0
142,1560005760.jpg,147.9919984,143.1502379,141.8661722,233.687467,149.1240982,138.9254247,1.221438647,2
143,1560092160.jpg,137.4027724,134.8831295,132.6587247,411.8029429,318.7294209,324.1099333,0.961579241,3
144,1560178560.jpg,137.8874953,133.431543,130.9425549,442.6378294,381.7796995,372.7426667,0.960510448,3
145,1560264960.jpg,100.2052874,131.99693,161.727081,407.5677793,259.7968307,189.9339578,1.165575397,0
146,1560351360.jpg,77.20553385,121.3620621,159.9693499,1774.872164,877.0005059,448.6214626,1.873176308,2
147,1560437760.jpg,132.3586379,132.0585007,132.8436415,731.4655233,663.15949,661.3005768,1.714037698,2
148,1560524160.jpg,58.33217463,121.5456062,173.8669821,924.345948,676.7797653,586.765614,1.360631355,0
149,1560610560.jpg,145.4591309,146.7545674,146.9346269,382.6882448,312.7002206,310.1725686,0.917637029,3
150,1560696960.jpg,104.5909257,129.2326335,151.9934082,658.1702574,198.1135598,59.59531788,1.349250527,2
151,1560783360.jpg,148.5101183,143.3458326,140.7517849,443.8256727,352.3601346,376.2794305,1.012873574,3
152,1560869760.jpg,21.77981926,26.24071258,25.73048193,48.118122,51.37984035,62.09830727,0.397879464,5
153,1560956160.jpg,115.8992815,134.8475656,152.0925525,1688.389429,574.7506035,188.4670285,3.184419178,2
154,1561042560.jpg,80.10545015,81.89784071,82.57369637,2455.307836,2436.059244,2668.606071,1.341162109,5
155,1561128960.jpg,71.53881603,127.9266516,173.716521,987.7436741,485.3068976,266.5251843,1.258952598,2
156,1561215360.jpg,15.85993769,19.64508696,18.44207357,53.16747797,52.52981783,56.87652889,0.587197731,5
157,1561301760.jpg,212.7708039,215.8443654,223.2538194,446.3121098,369.5810529,434.262132,1.697608972,1
158,1561388160.jpg,140.6914884,138.1799557,137.3662652,231.7057693,168.3520313,174.5203032,0.991845703,3
159,1561474560.jpg,50.59362909,124.0223741,182.158448,414.887873,426.7722239,419.8244152,0.893067956,4
160,1561560960.jpg,61.97435361,120.4280374,168.1484918,486.610272,399.7969264,308.8144643,1.022404359,0
161,1561647360.jpg,254.8989521,248.0318499,254.9935981,1.255890209,0.114567182,0.008250496,1.02094339,5
162,1561992960.jpg,69.28357592,119.5423332,162.1365428,562.1124473,442.0292021,362.7047044,1.85280723,0
163,1562079360.jpg,95.4987948,133.3199102,165.7294658,914.7994731,340.7545468,99.86855234,1.342033265,0
164,1562165760.jpg,166.379472,170.8850648,175.6030459,292.3370572,237.6568652,275.9773466,1.304564267,2
165,1562252160.jpg,62.42232143,124.916369,174.7367063,398.7270731,370.0137121,311.1119978,0.853792318,4
166,1562338560.jpg,89.62866986,129.0042914,161.2151344,426.0069916,213.5459211,82.23997634,0.878011068,0
167,1562424960.jpg,20.77521236,24.23630487,23.40423022,47.96774154,41.14858089,44.66665745,0.739708891,5
168,1562511360.jpg,165.238723,166.4242722,170.6961403,519.9001046,310.6370124,287.0178209,1.831515842,2
169,1562597760.jpg,86.69211852,124.1260184,157.5210945,550.9690739,251.6787731,89.35641886,1.112835596,0
170,1562684160.jpg,80.34848323,125.9281452,163.9611847,531.0839437,274.0772076,135.4721409,0.893794178,4
171,1562770560.jpg,117.8013633,136.3268035,152.4037249,835.5565868,278.7587477,67.97417914,1.376061818,0
172,1562856960.jpg,61.99916915,116.9618164,161.3499194,343.9441415,319.990373,261.7449098,0.916706969,4
173,1562943360.jpg,50.86287125,124.1567701,182.1815716,462.8951427,504.5100097,525.7356616,0.903455171,4
174,1563029760.jpg,72.7249628,128.1057113,173.8155405,744.405107,480.4925353,375.6804829,2.186955915,0
175,1563116160.jpg,74.71422294,128.4195584,170.6473486,327.1507433,236.7550278,163.8342191,1.074104818,0
176,1563202560.jpg,77.18716208,121.0182113,159.0088983,928.3931326,571.5727703,331.725692,1.075678943,4
177,1563288960.jpg,150.3421069,144.5973586,139.9832713,655.1994869,582.4327119,536.8731158,1.650370474,2
178,1563375360.jpg,139.9729802,136.6423867,136.3049572,224.4131821,118.8807925,80.79114203,1.676266431,2
179,1563461760.jpg,83.32161846,133.2730887,172.2111754,477.3898101,229.4542962,120.4787316,1.339777096,2
180,1563548160.jpg,89.85943468,127.5382479,158.7990885,636.7361434,236.0977806,83.16993965,1.553767516,2
181,1563634560.jpg,95.7909451,135.3937019,169.5517811,472.2310814,267.3443849,144.6414888,1.315700955,0
182,1563720960.jpg,115.9726136,130.6477741,144.2783544,2166.921947,808.7605956,285.04522,2.466827877,2
183,1563807360.jpg,136.1966223,134.4668101,131.8455659,458.3328721,440.2612434,419.118588,1.262541853,1
184,1563893760.jpg,59.67832496,129.7320328,184.6695452,421.7009538,397.9690077,368.2716885,0.874872892,4
185,1563980160.jpg,68.30574079,129.7016609,178.3440468,444.4433971,377.5911332,309.8050886,0.862696088,4
186,1564066560.jpg,70.7527336,133.983314,182.7542341,295.204065,245.4932786,203.9959848,0.809562562,4
187,1564152960.jpg,75.02523872,130.1239568,174.4085798,769.3097037,389.8033196,221.786992,1.286193266,0
188,1564239360.jpg,65.30982143,132.5811508,184.7107143,404.4388848,272.6333482,193.8536681,0.824552021,4
189,1564671360.jpg,56.01986452,126.7087658,181.2134409,472.4321218,419.4079421,360.8111596,0.873203435,4
190,1564757760.jpg,66.47045666,132.1494993,185.2368381,326.7787883,261.7923371,222.8271759,1.064290365,0
191,1564844160.jpg,97.86058563,136.9403305,169.9414249,1172.987968,533.2379357,288.2536762,2.242499845,0
192,1564930560.jpg,123.4256123,141.0392563,157.8434834,410.1833786,135.2011205,66.10335783,2.748680866,1
193,1565016960.jpg,70.92559679,128.6152708,174.3493102,579.4118997,327.8536211,190.6696366,0.958010913,2
194,1565103360.jpg,140.3313678,135.5805517,132.2157513,412.8405984,264.7455219,190.0304161,1.891629464,2
195,1565189760.jpg,58.85117188,128.3384014,182.0414388,487.234559,383.6384692,310.349633,0.909700521,4
196,1565276160.jpg,94.89743769,135.5230314,169.2704226,530.4624968,262.5203618,140.6359785,1.343697297,0
197,1565362560.jpg,51.68907103,125.7384386,183.5889904,445.4052259,456.5776507,461.1121498,0.918084232,4
198,1565448960.jpg,88.65604074,130.4237739,165.0868707,1047.938531,454.9201739,233.4122235,2.515905568,1
199,1565535360.jpg,57.96747582,123.9932896,174.9887409,707.0482059,510.7948319,405.2571285,1.039398096,4
200,1565621760.jpg,133.9923495,133.3133316,132.1825281,253.1995346,172.4429358,168.3061033,1.204153491,1
201,1565708160.jpg,149.8668651,144.8440476,140.0769841,364.0568721,315.7971012,312.4702577,1.053074622,3
202,1565794560.jpg,103.8090154,132.6873039,157.1530529,742.634848,291.1918471,100.2311143,1.430597408,2
203,1565880960.jpg,128.9464658,137.8264145,144.3563779,1126.755533,520.5121834,276.6577194,2.824656653,2
204,1565967360.jpg,145.5191616,140.8225594,138.5346749,168.2852758,121.2019295,117.2762856,2.015863715,1
205,1566053760.jpg,146.8896368,140.1917201,135.8314771,610.9433267,376.1036862,331.6349022,2.047477214,1
206,1566140160.jpg,126.1324971,137.4260858,147.9527414,508.0268122,202.6211178,90.18946506,1.408888269,1
207,1566226560.jpg,57.66623496,128.4723982,184.1287102,452.6106999,365.861146,309.9290554,0.869900174,4
208,1566312960.jpg,107.9639958,137.144849,161.5877062,593.7206423,274.1996366,133.3516981,0.90570979,0
209,1566399360.jpg,142.8416829,137.8028065,134.6071591,101.9468549,85.39924792,89.33992131,1.219233631,1
210,1566485760.jpg,139.3025863,134.4481841,129.1297813,276.1649449,259.7823551,259.5729719,1.077772352,3
211,1566572160.jpg,97.00741335,132.3773794,163.0868063,508.4866274,282.5038909,165.8774915,1.940556021,0
212,1566658560.jpg,49.91610631,122.9719556,180.0645229,977.1864941,699.2550853,645.9796383,1.561507161,0
213,1566744960.jpg,51.78347594,119.8233057,173.1544736,432.6108337,427.3074495,435.3920326,1.382156033,0
214,1566831360.jpg,145.5834364,145.3773848,146.2776824,378.8332727,297.1915581,303.510294,1.173395647,3
215,1566917760.jpg,141.785364,139.2424076,136.2131417,449.5958104,373.3582974,365.5716573,1.169278584,1
216,1567349760.jpg,147.9482391,141.7898127,136.6341619,579.4721394,358.7442653,273.0488114,1.948410373,2
217,1567436160.jpg,145.6251101,142.9844355,141.3338154,397.5876802,310.0302652,292.3713643,1.305004495,2
218,1567522560.jpg,74.63959806,129.562221,173.3874357,1069.896113,472.7587944,217.9343934,2.191477555,1
219,1567608960.jpg,45.31857871,122.625982,182.632728,487.1490029,509.1807416,532.4398594,0.931945995,4
220,1567695360.jpg,45.65631975,124.1231856,184.3554075,532.1086417,465.669308,438.7401607,0.98569646,2
221,1567781760.jpg,136.3212813,131.6744931,127.4746419,292.9635566,267.3167155,260.635806,1.316849578,2
222,1567868160.jpg,65.83917411,127.6582744,175.8297216,1170.160875,554.6840731,457.7062499,2.522231523,2
223,1567954560.jpg,129.6554781,140.3652747,150.9552796,387.8369423,166.3050727,97.6661843,1.442626953,1
224,1568040960.jpg,101.1015997,135.1835658,163.8802936,1332.881322,470.0952951,190.0578151,2.74336635,1
225,1568127360.jpg,67.93521205,132.2304091,183.0136254,459.9761829,338.1074857,273.7300599,1.371875775,0
226,1568213760.jpg,95.78116862,136.7096532,171.8848889,298.2553378,186.7038056,106.1269071,1.149328032,0
227,1568300160.jpg,70.03908808,127.2331357,171.7285722,362.9321736,203.3696332,110.9052712,0.775682819,4
228,1568386560.jpg,68.47241598,130.8002108,178.4360491,492.9191145,283.6670566,170.6812913,0.868638393,4
229,1568472960.jpg,38.77050161,122.5461658,186.454748,466.544083,569.1281902,655.8657427,1.471261936,4
230,1568559360.jpg,152.0537729,142.5888796,136.7598369,320.6081281,195.0027667,180.7993064,1.587376767,1
231,1568645760.jpg,60.50379697,129.4227082,182.1356298,473.4485734,343.9579691,255.6956337,0.8734313,4
232,1568732160.jpg,118.4445429,136.4993544,153.7759169,321.8440553,126.1287074,71.9265903,1.105400546,1
233,1568818560.jpg,43.40300099,126.3829264,188.4386378,521.0419522,498.0663626,489.2524521,1.005764044,4
234,1568904960.jpg,55.38606538,129.6313337,185.9020306,473.4461939,368.0912832,300.774498,0.914046999,4
235,1568991360.jpg,73.08786737,131.1828195,176.7214324,926.3000407,449.8041662,242.7734116,1.375806052,2
236,1569077760.jpg,152.2444902,145.6772283,141.2171464,178.5235525,112.8296609,103.6168224,1.525418527,1
237,1569164160.jpg,43.71028336,123.4884432,183.6183423,747.3091989,617.7758585,581.8097333,1.010203528,4
238,1569250560.jpg,127.3747535,130.5197506,135.4165899,1328.228507,634.6159449,366.6225473,3.028138176,2
239,1569336960.jpg,62.12397538,122.756908,172.419222,959.6907576,570.8222795,465.5522733,2.227090309,0
240,1569423360.jpg,80.29201079,129.9925789,172.0401142,937.4898847,404.4013284,222.0030962,2.27516121,0
241,1569509760.jpg,112.9060043,134.6243575,156.2896725,401.4403502,182.8493309,127.9518669,1.162024895,1
242,1569596160.jpg,103.0998101,133.5149918,158.0047704,957.1528518,299.8166574,112.0502059,2.234244792,2
243,1569941760.jpg,59.69737568,128.5025135,180.8455931,585.1908373,459.1496031,373.5919122,1.031191871,0
244,1570028160.jpg,47.0218626,128.352443,190.2697917,505.1791398,525.6665872,546.2960415,0.928162202,4
245,1570114560.jpg,130.633069,130.4600625,129.3204698,860.0517681,767.734761,729.2135852,1.504716952,2
246,1570200960.jpg,27.47871094,123.5411164,192.9992412,525.1881535,682.748418,827.4550117,1.022294302,4
247,1570287360.jpg,42.25486421,124.6484057,186.3417597,448.1877368,517.9467629,555.7395108,0.910602679,4
248,1570373760.jpg,133.4275615,134.029248,134.3882758,453.1678383,449.7624359,458.4609661,1.052761502,3
249,1570460160.jpg,116.9162218,129.8602702,144.4089138,596.6504635,225.6077364,84.95341741,1.832383123,1
250,1570546560.jpg,45.02798859,127.3153716,190.2069142,534.0491298,570.9526218,606.6512582,0.941188461,4
251,1570632960.jpg,39.51830512,126.2716285,191.2872597,516.3479846,598.9438441,679.1849003,0.951513672,4
252,1570719360.jpg,132.1443274,135.2692034,141.6288388,260.7649126,122.2558181,52.87813487,1.014575583,1
253,1570805760.jpg,148.6716185,140.9095401,133.4035381,376.7838253,257.8589603,246.5163895,1.111934989,3
254,1570892160.jpg,33.90362568,125.8216642,195.154479,532.838314,651.9137786,780.8203133,0.97421255,4
